******** BOOKKEEPER/CommitList.txt ******
TOTAL NUMBER:1127

Commit{id=9ea37773fa07e8e1c16e654020ae34c3d6564963, ticket=null, release=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=92}}

Commit{id=67ffec189fc77e53a8dcbe666b1695a3b790e8da, ticket=null, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=d3328c5a78137de5416f3d8bc1f269f2ac648e6b, ticket=Ticket{ticketID='BOOKKEEPER-642', creationDate=2013-07-05, resolutionDate=2013-07-24, injectedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=22509a7a2c8acbd5cce182529169fc0057e55b0d, ticket=Ticket{ticketID='BOOKKEEPER-663', creationDate=2013-07-26, resolutionDate=2013-07-29, injectedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=d1ad860f8e83530e0d8f1498a35da2e9fbb85962, ticket=Ticket{ticketID='BOOKKEEPER-604', creationDate=2013-04-08, resolutionDate=2013-08-12, injectedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=94d65d8d2e3239ad0694d3c2252fca0e3dbea8b3, ticket=Ticket{ticketID='BOOKKEEPER-667', creationDate=2013-08-06, resolutionDate=2013-08-13, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=23}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=2179f1bf6d656d7c5f7e89f2eeaaa0732f0b9608, ticket=Ticket{ticketID='BOOKKEEPER-668', creationDate=2013-08-06, resolutionDate=2013-08-20, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=23}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=f41bb6f8b521e26a0a746530e648a9ca2120af51, ticket=Ticket{ticketID='BOOKKEEPER-624', creationDate=2013-06-12, resolutionDate=2013-08-20, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=23}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=c4fd34f0f13a044c0261732ff2dd454acc4b73de, ticket=Ticket{ticketID='BOOKKEEPER-632', creationDate=2013-06-20, resolutionDate=2013-08-21, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=23}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=d8e6972385e6662ddcf398fc2de47622a9bef22d, ticket=Ticket{ticketID='BOOKKEEPER-649', creationDate=2013-07-16, resolutionDate=2013-08-22, injectedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=98d6dcec7403c523cfd07cf48ed878e1ab13eae0, ticket=Ticket{ticketID='BOOKKEEPER-580', creationDate=2013-02-27, resolutionDate=2013-08-23, injectedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, openingVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=23}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=aadaae443e1bc70505150a3218a54ff66ebfb921, ticket=Ticket{ticketID='BOOKKEEPER-446', creationDate=2012-10-29, resolutionDate=2013-09-10, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}, Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=bc0eb8b14278999a5c6550fbca6531b862beb12b, ticket=null, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=441891b2d76b3b0244d00480e0ab70f2d2121d57, ticket=Ticket{ticketID='BOOKKEEPER-683', creationDate=2013-09-12, resolutionDate=2013-09-27, injectedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=dea488afbf4615e4416079f5517a6e3ae1000c17, ticket=null, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=e2013e3f2b2e3e10ce5d1977adac8e073fd0404d, ticket=null, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=3d9bb20a7f7e510bce7c16be392c0ac82c3a3496, ticket=null, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=8dafa943a1d5a1cf562d94cc6d2f656e0c0be17e, ticket=Ticket{ticketID='BOOKKEEPER-686', creationDate=2013-09-29, resolutionDate=2013-10-02, injectedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, affectedVersions=[Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}]}, release=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}}

Commit{id=0f853a49d7e6899151f63ae9b1912ed936e5a5fb, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=d9f4e60c850291d17e12ed44776b88cf02335701, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=bedfebf93f8c9f93fac19bd58005dce6e0ffbd17, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=dc1f36e982f3fc2955141c8e0de5e04c6ac06053, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=16978d671b8d6d9e563edb3a6119a4be574245af, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=a3575c3ebcb323a53d7a193488453aa44557c97a, ticket=Ticket{ticketID='BOOKKEEPER-676', creationDate=2013-08-23, resolutionDate=2013-10-14, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=33ea58027b0a3ba160f7ac19d20568709f453f4d, ticket=Ticket{ticketID='BOOKKEEPER-673', creationDate=2013-08-21, resolutionDate=2013-10-14, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=24dc8ac30c97620cf4dbef48deff2bb957932eb8, ticket=Ticket{ticketID='BOOKKEEPER-688', creationDate=2013-10-04, resolutionDate=2014-03-04, injectedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, affectedVersions=[Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=0}, Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=9602c32f16184e10873d53c269e270e3cd0ebeed, ticket=Ticket{ticketID='BOOKKEEPER-664', creationDate=2013-07-29, resolutionDate=2013-10-22, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=23}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=bf5c1838b4b0d764aa9f24842643fd9339610b9c, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=2d0cd0d1b9d41f3b600f6dac308c6d34317ae676, ticket=Ticket{ticketID='BOOKKEEPER-602', creationDate=2013-04-05, resolutionDate=2014-03-10, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=23}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=cd05194d8bbb03a08d8d9fbeb09738bd8a2e09a8, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=6c6ec2b2f9cb1aff37001f3d9f002cc820096404, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=f345cb9472250eca2b724fa14b8d2c08425b6a2f, ticket=Ticket{ticketID='BOOKKEEPER-698', creationDate=2013-10-29, resolutionDate=2013-10-30, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, openingVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=ea4a13a45d8d2102f5f0098e404d3de66777a39b, ticket=Ticket{ticketID='BOOKKEEPER-700', creationDate=2013-10-30, resolutionDate=2013-10-30, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, openingVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=eb7066a02a50e2b15e66dfd4e99706ecf79454e6, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=67dccebdbee27476657898a370c4f1808231fc4b, ticket=Ticket{ticketID='BOOKKEEPER-678', creationDate=2013-09-01, resolutionDate=2013-11-22, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, openingVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=7c7e009691bc24642018e4f5c81123a0667d4e8b, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=810f10e9c628604a7697172df79478d9186be637, ticket=Ticket{ticketID='BOOKKEEPER-711', creationDate=2013-12-03, resolutionDate=2013-12-05, injectedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=51}, openingVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=42185c2e3d9e6d85b095842ac051f3a3c4a4d22f, ticket=Ticket{ticketID='BOOKKEEPER-712', creationDate=2013-12-05, resolutionDate=2013-12-05, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=23}, openingVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=34c260bfc7db379351fa8807897603b9a9b9012b, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=5c3a30f8e423da51b1ee03173a336400335de3b8, ticket=Ticket{ticketID='BOOKKEEPER-709', creationDate=2013-11-23, resolutionDate=2014-01-03, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, openingVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=79a73f0f71be5701b44ab47c14f92945989b1417, ticket=Ticket{ticketID='BOOKKEEPER-714', creationDate=2013-12-31, resolutionDate=2014-03-10, injectedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, openingVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, fixedVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, affectedVersions=[Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=da8864ad7cd53d302eb27ab31f942bdbae160a98, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=78c0d2515f2e381b2c690bdbf2bf9bad03d1250c, ticket=Ticket{ticketID='BOOKKEEPER-710', creationDate=2013-11-23, resolutionDate=2014-04-11, injectedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, openingVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, fixedVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, affectedVersions=[Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=96cc0e11ca2166a5e5326be4ead0dab595b7e4bc, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=75f103d9d6694ae0116fe741a2dfbf60e3c63ce1, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=23f3760dd5d79e6894616834aa41d59089c9548a, ticket=Ticket{ticketID='BOOKKEEPER-719', creationDate=2014-01-21, resolutionDate=2014-01-21, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, openingVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=9b1e561cb5e4f081f40bf8b751bcc2c16226092e, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=7b44d9552d8b854160278582db3f5ca07882358a, ticket=Ticket{ticketID='BOOKKEEPER-720', creationDate=2014-01-21, resolutionDate=2014-01-22, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, openingVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=694568b0ff0d048c284c8d5db0c9455d30dfa3ce, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=8bb0cde556cf1dc07d62cd74ca6739b392242cf0, ticket=null, release=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}}

Commit{id=0345c8095ee47aefd7d40a07e2a621079c94f4fd, ticket=Ticket{ticketID='BOOKKEEPER-708', creationDate=2013-11-10, resolutionDate=2014-02-02, injectedVersion=Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, openingVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, fixedVersion=Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=32}, affectedVersions=[Release{id=4, releaseName='4.2.1', releaseDate=2013-03-27, size commitList=0}, Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}]}, release=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}}

Commit{id=92a62781682721e7c6bb47a95c72029fb91d2e2f, ticket=null, release=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}}

Commit{id=94ebe62b8c6ddcd2b52e8bc4eac4e102ff4cf720, ticket=Ticket{ticketID='BOOKKEEPER-727', creationDate=2014-02-04, resolutionDate=2014-02-05, injectedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, openingVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, fixedVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, affectedVersions=[Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=0}]}, release=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}}

Commit{id=63232dec02952e3404beeafd0c73fc61c2c7cd17, ticket=Ticket{ticketID='BOOKKEEPER-728', creationDate=2014-02-04, resolutionDate=2014-02-06, injectedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, openingVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, fixedVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, affectedVersions=[Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=0}]}, release=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}}

Commit{id=b62a67b1b11a10fe378a0bef25b846887cd104b1, ticket=Ticket{ticketID='BOOKKEEPER-729', creationDate=2014-02-04, resolutionDate=2014-02-06, injectedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, openingVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, fixedVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, affectedVersions=[Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=0}]}, release=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}}

Commit{id=3870ff300c64dc41828fdc8c9627e76450cff077, ticket=Ticket{ticketID='BOOKKEEPER-725', creationDate=2014-02-04, resolutionDate=2014-02-06, injectedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, openingVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, fixedVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, affectedVersions=[Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=0}]}, release=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}}

Commit{id=7e0b69cac5d406c777765bc1fa879520ea9176ec, ticket=Ticket{ticketID='BOOKKEEPER-726', creationDate=2014-02-04, resolutionDate=2014-03-10, injectedVersion=Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, openingVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, fixedVersion=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}, affectedVersions=[Release{id=5, releaseName='4.2.2', releaseDate=2013-10-10, size commitList=0}, Release{id=6, releaseName='4.3.0', releaseDate=2014-02-02, size commitList=0}]}, release=Release{id=7, releaseName='4.2.3', releaseDate=2014-06-27, size commitList=36}}

